threshold,album,artist,song,attention_window
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,10
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,9
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,8
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,7
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,6
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,5
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,4
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,3
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.75,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.75,The Dark Side of the Moon,Pink Floyd,Money,14
0.75,The Dark Side of the Moon,Pink Floyd,Money,8
0.75,The Dark Side of the Moon,Pink Floyd,Money,12
0.75,The Dark Side of the Moon,Pink Floyd,Money,11
0.75,The Dark Side of the Moon,Pink Floyd,Money,2
0.75,The Dark Side of the Moon,Pink Floyd,Money,1
0.75,The Dark Side of the Moon,Pink Floyd,Money,8
0.75,The Dark Side of the Moon,Pink Floyd,Money,3
0.75,The Dark Side of the Moon,Pink Floyd,Money,6
0.75,The Dark Side of the Moon,Pink Floyd,Money,29
0.75,The Dark Side of the Moon,Pink Floyd,Money,2
0.75,The Dark Side of the Moon,Pink Floyd,Money,1
0.75,The Dark Side of the Moon,Pink Floyd,Money,14
0.75,The Dark Side of the Moon,Pink Floyd,Money,1
0.75,The Dark Side of the Moon,Pink Floyd,Money,19
0.75,The Dark Side of the Moon,Pink Floyd,Money,0
0.75,The Dark Side of the Moon,Pink Floyd,Money,1
0.75,The Dark Side of the Moon,Pink Floyd,Money,9
0.75,The Dark Side of the Moon,Pink Floyd,Money,15
0.75,The Dark Side of the Moon,Pink Floyd,Money,14
0.75,The Dark Side of the Moon,Pink Floyd,Money,18
0.75,The Dark Side of the Moon,Pink Floyd,Money,14
0.75,The Dark Side of the Moon,Pink Floyd,Money,16
0.75,The Dark Side of the Moon,Pink Floyd,Money,14
0.75,The Dark Side of the Moon,Pink Floyd,Money,14
0.75,The Dark Side of the Moon,Pink Floyd,Money,12
0.75,The Dark Side of the Moon,Pink Floyd,Money,9
0.75,The Dark Side of the Moon,Pink Floyd,Money,8
0.75,The Dark Side of the Moon,Pink Floyd,Money,10
0.75,The Dark Side of the Moon,Pink Floyd,Money,8
0.75,The Dark Side of the Moon,Pink Floyd,Money,5
0.75,The Dark Side of the Moon,Pink Floyd,Money,7
0.75,The Dark Side of the Moon,Pink Floyd,Money,6
0.75,The Dark Side of the Moon,Pink Floyd,Money,5
0.75,The Dark Side of the Moon,Pink Floyd,Money,1
0.75,The Dark Side of the Moon,Pink Floyd,Money,3
0.75,The Dark Side of the Moon,Pink Floyd,Money,1
0.75,The Dark Side of the Moon,Pink Floyd,Money,1
0.75,The Dark Side of the Moon,Pink Floyd,Money,0
0.75,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,5
0.75,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,0
0.75,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,3
0.75,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,2
0.75,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,1
0.75,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,0
0.75,The Dark Side of the Moon,Pink Floyd,Time,4
0.75,The Dark Side of the Moon,Pink Floyd,Time,3
0.75,The Dark Side of the Moon,Pink Floyd,Time,19
0.75,The Dark Side of the Moon,Pink Floyd,Time,12
0.75,The Dark Side of the Moon,Pink Floyd,Time,17
0.75,The Dark Side of the Moon,Pink Floyd,Time,2
0.75,The Dark Side of the Moon,Pink Floyd,Time,16
0.75,The Dark Side of the Moon,Pink Floyd,Time,5
0.75,The Dark Side of the Moon,Pink Floyd,Time,13
0.75,The Dark Side of the Moon,Pink Floyd,Time,33
0.75,The Dark Side of the Moon,Pink Floyd,Time,32
0.75,The Dark Side of the Moon,Pink Floyd,Time,0
0.75,The Dark Side of the Moon,Pink Floyd,Time,15
0.75,The Dark Side of the Moon,Pink Floyd,Time,8
0.75,The Dark Side of the Moon,Pink Floyd,Time,26
0.75,The Dark Side of the Moon,Pink Floyd,Time,6
0.75,The Dark Side of the Moon,Pink Floyd,Time,5
0.75,The Dark Side of the Moon,Pink Floyd,Time,4
0.75,The Dark Side of the Moon,Pink Floyd,Time,24
0.75,The Dark Side of the Moon,Pink Floyd,Time,23
0.75,The Dark Side of the Moon,Pink Floyd,Time,20
0.75,The Dark Side of the Moon,Pink Floyd,Time,21
0.75,The Dark Side of the Moon,Pink Floyd,Time,1
0.75,The Dark Side of the Moon,Pink Floyd,Time,4
0.75,The Dark Side of the Moon,Pink Floyd,Time,6
0.75,The Dark Side of the Moon,Pink Floyd,Time,5
0.75,The Dark Side of the Moon,Pink Floyd,Time,14
0.75,The Dark Side of the Moon,Pink Floyd,Time,13
0.75,The Dark Side of the Moon,Pink Floyd,Time,7
0.75,The Dark Side of the Moon,Pink Floyd,Time,6
0.75,The Dark Side of the Moon,Pink Floyd,Time,12
0.75,The Dark Side of the Moon,Pink Floyd,Time,11
0.75,The Dark Side of the Moon,Pink Floyd,Time,8
0.75,The Dark Side of the Moon,Pink Floyd,Time,7
0.75,The Dark Side of the Moon,Pink Floyd,Time,8
0.75,The Dark Side of the Moon,Pink Floyd,Time,7
0.75,The Dark Side of the Moon,Pink Floyd,Time,4
0.75,The Dark Side of the Moon,Pink Floyd,Time,5
0.75,The Dark Side of the Moon,Pink Floyd,Time,4
0.75,The Dark Side of the Moon,Pink Floyd,Time,3
0.75,The Dark Side of the Moon,Pink Floyd,Time,2
0.75,The Dark Side of the Moon,Pink Floyd,Time,1
0.75,The Dark Side of the Moon,Pink Floyd,Time,0
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,18
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,5
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,4
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,13
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,5
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,4
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,14
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,3
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,11
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,11
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,5
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,3
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,17
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,5
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,4
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,8
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,7
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,6
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,7
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,6
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,3
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.75,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,3
0.8,Abbey Road,The Beatles,Because,2
0.8,Abbey Road,The Beatles,Because,1
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Because,3
0.8,Abbey Road,The Beatles,Because,2
0.8,Abbey Road,The Beatles,Because,1
0.8,Abbey Road,The Beatles,Because,0
0.8,Abbey Road,The Beatles,Carry That Weight,3
0.8,Abbey Road,The Beatles,Carry That Weight,2
0.8,Abbey Road,The Beatles,Carry That Weight,1
0.8,Abbey Road,The Beatles,Carry That Weight,0
0.8,Abbey Road,The Beatles,Carry That Weight,1
0.8,Abbey Road,The Beatles,Carry That Weight,0
0.8,Abbey Road,The Beatles,Carry That Weight,0
0.8,Abbey Road,The Beatles,Carry That Weight,0
0.8,Abbey Road,The Beatles,Carry That Weight,3
0.8,Abbey Road,The Beatles,Carry That Weight,2
0.8,Abbey Road,The Beatles,Carry That Weight,1
0.8,Abbey Road,The Beatles,Carry That Weight,0
0.8,Abbey Road,The Beatles,Come Together,3
0.8,Abbey Road,The Beatles,Come Together,2
0.8,Abbey Road,The Beatles,Come Together,1
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,2
0.8,Abbey Road,The Beatles,Come Together,2
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,3
0.8,Abbey Road,The Beatles,Come Together,2
0.8,Abbey Road,The Beatles,Come Together,1
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,1
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,4
0.8,Abbey Road,The Beatles,Come Together,3
0.8,Abbey Road,The Beatles,Come Together,2
0.8,Abbey Road,The Beatles,Come Together,1
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,1
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,2
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,3
0.8,Abbey Road,The Beatles,Come Together,2
0.8,Abbey Road,The Beatles,Come Together,1
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,6
0.8,Abbey Road,The Beatles,Come Together,5
0.8,Abbey Road,The Beatles,Come Together,4
0.8,Abbey Road,The Beatles,Come Together,3
0.8,Abbey Road,The Beatles,Come Together,2
0.8,Abbey Road,The Beatles,Come Together,1
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Come Together,1
0.8,Abbey Road,The Beatles,Come Together,0
0.8,Abbey Road,The Beatles,Golden Slumbers,1
0.8,Abbey Road,The Beatles,Golden Slumbers,0
0.8,Abbey Road,The Beatles,Golden Slumbers,5
0.8,Abbey Road,The Beatles,Golden Slumbers,1
0.8,Abbey Road,The Beatles,Golden Slumbers,3
0.8,Abbey Road,The Beatles,Golden Slumbers,1
0.8,Abbey Road,The Beatles,Golden Slumbers,1
0.8,Abbey Road,The Beatles,Golden Slumbers,0
0.8,Abbey Road,The Beatles,Golden Slumbers,1
0.8,Abbey Road,The Beatles,Golden Slumbers,0
0.8,Abbey Road,The Beatles,Golden Slumbers,1
0.8,Abbey Road,The Beatles,Golden Slumbers,0
0.8,Abbey Road,The Beatles,Her Majesty,1
0.8,Abbey Road,The Beatles,Her Majesty,0
0.8,Abbey Road,The Beatles,Her Majesty,0
0.8,Abbey Road,The Beatles,Her Majesty,1
0.8,Abbey Road,The Beatles,Her Majesty,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,1
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,1
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,1
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,1
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,3
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,2
0.8,Abbey Road,The Beatles,Here Comes the Sun,11
0.8,Abbey Road,The Beatles,Here Comes the Sun,10
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,4
0.8,Abbey Road,The Beatles,Here Comes the Sun,3
0.8,Abbey Road,The Beatles,Here Comes the Sun,2
0.8,Abbey Road,The Beatles,Here Comes the Sun,1
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,1
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,Here Comes the Sun,1
0.8,Abbey Road,The Beatles,Here Comes the Sun,2
0.8,Abbey Road,The Beatles,Here Comes the Sun,1
0.8,Abbey Road,The Beatles,Here Comes the Sun,0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),11
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),8
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),5
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),2
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),4
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),3
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),2
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),4
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),2
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),2
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),4
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,3
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,2
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.8,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,1
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,1
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,2
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,1
0.8,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.8,Abbey Road,The Beatles,Octopus's Garden,1
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,1
0.8,Abbey Road,The Beatles,Octopus's Garden,2
0.8,Abbey Road,The Beatles,Octopus's Garden,5
0.8,Abbey Road,The Beatles,Octopus's Garden,4
0.8,Abbey Road,The Beatles,Octopus's Garden,2
0.8,Abbey Road,The Beatles,Octopus's Garden,8
0.8,Abbey Road,The Beatles,Octopus's Garden,1
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,1
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,3
0.8,Abbey Road,The Beatles,Octopus's Garden,2
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,2
0.8,Abbey Road,The Beatles,Octopus's Garden,1
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Octopus's Garden,3
0.8,Abbey Road,The Beatles,Octopus's Garden,2
0.8,Abbey Road,The Beatles,Octopus's Garden,1
0.8,Abbey Road,The Beatles,Octopus's Garden,0
0.8,Abbey Road,The Beatles,Oh! Darling,4
0.8,Abbey Road,The Beatles,Oh! Darling,2
0.8,Abbey Road,The Beatles,Oh! Darling,1
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,1
0.8,Abbey Road,The Beatles,Oh! Darling,1
0.8,Abbey Road,The Beatles,Oh! Darling,2
0.8,Abbey Road,The Beatles,Oh! Darling,2
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,2
0.8,Abbey Road,The Beatles,Oh! Darling,5
0.8,Abbey Road,The Beatles,Oh! Darling,1
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,2
0.8,Abbey Road,The Beatles,Oh! Darling,3
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,3
0.8,Abbey Road,The Beatles,Oh! Darling,2
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Oh! Darling,0
0.8,Abbey Road,The Beatles,Polythene Pam,0
0.8,Abbey Road,The Beatles,Polythene Pam,1
0.8,Abbey Road,The Beatles,Polythene Pam,1
0.8,Abbey Road,The Beatles,Polythene Pam,0
0.8,Abbey Road,The Beatles,Polythene Pam,0
0.8,Abbey Road,The Beatles,Polythene Pam,1
0.8,Abbey Road,The Beatles,Polythene Pam,1
0.8,Abbey Road,The Beatles,Polythene Pam,0
0.8,Abbey Road,The Beatles,Polythene Pam,0
0.8,Abbey Road,The Beatles,Polythene Pam,0
0.8,Abbey Road,The Beatles,Polythene Pam,1
0.8,Abbey Road,The Beatles,Polythene Pam,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,2
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,2
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.8,Abbey Road,The Beatles,Something,3
0.8,Abbey Road,The Beatles,Something,2
0.8,Abbey Road,The Beatles,Something,7
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,1
0.8,Abbey Road,The Beatles,Something,4
0.8,Abbey Road,The Beatles,Something,2
0.8,Abbey Road,The Beatles,Something,1
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Something,0
0.8,Abbey Road,The Beatles,Sun King,1
0.8,Abbey Road,The Beatles,Sun King,0
0.8,Abbey Road,The Beatles,Sun King,1
0.8,Abbey Road,The Beatles,Sun King,0
0.8,Abbey Road,The Beatles,Sun King,0
0.8,Abbey Road,The Beatles,Sun King,2
0.8,Abbey Road,The Beatles,Sun King,1
0.8,Abbey Road,The Beatles,Sun King,0
0.8,Abbey Road,The Beatles,The End,0
0.8,Abbey Road,The Beatles,The End,0
0.8,Abbey Road,The Beatles,The End,14
0.8,Abbey Road,The Beatles,The End,13
0.8,Abbey Road,The Beatles,The End,12
0.8,Abbey Road,The Beatles,The End,11
0.8,Abbey Road,The Beatles,The End,10
0.8,Abbey Road,The Beatles,The End,9
0.8,Abbey Road,The Beatles,The End,8
0.8,Abbey Road,The Beatles,The End,7
0.8,Abbey Road,The Beatles,The End,6
0.8,Abbey Road,The Beatles,The End,5
0.8,Abbey Road,The Beatles,The End,4
0.8,Abbey Road,The Beatles,The End,3
0.8,Abbey Road,The Beatles,The End,2
0.8,Abbey Road,The Beatles,The End,1
0.8,Abbey Road,The Beatles,The End,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,1
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
