threshold,album,artist,song,attention_window
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,1
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,1
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,1
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,3
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,2
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,1
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,3
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,2
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,1
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,2
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,2
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,1
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,1
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,2
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,1
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,1
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,2
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,1
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,1
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,2
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,2
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,2
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,1
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),1
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),1
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),1
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),1
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),1
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),1
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,9
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,8
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,7
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,6
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,5
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,4
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,3
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,2
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,2
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,4
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,2
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,2
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,1
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Eclipse,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,3
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,1
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,1
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,1
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,10
0.8,The Dark Side of the Moon,Pink Floyd,Money,1
0.8,The Dark Side of the Moon,Pink Floyd,Money,8
0.8,The Dark Side of the Moon,Pink Floyd,Money,3
0.8,The Dark Side of the Moon,Pink Floyd,Money,6
0.8,The Dark Side of the Moon,Pink Floyd,Money,1
0.8,The Dark Side of the Moon,Pink Floyd,Money,3
0.8,The Dark Side of the Moon,Pink Floyd,Money,3
0.8,The Dark Side of the Moon,Pink Floyd,Money,2
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,4
0.8,The Dark Side of the Moon,Pink Floyd,Money,3
0.8,The Dark Side of the Moon,Pink Floyd,Money,2
0.8,The Dark Side of the Moon,Pink Floyd,Money,1
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,Money,1
0.8,The Dark Side of the Moon,Pink Floyd,Money,0
0.8,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,0
0.8,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,0
0.8,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,0
0.8,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,1
0.8,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,0
0.8,The Dark Side of the Moon,Pink Floyd,The Great Gig in the Sky,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,2
0.8,The Dark Side of the Moon,Pink Floyd,Time,1
0.8,The Dark Side of the Moon,Pink Floyd,Time,4
0.8,The Dark Side of the Moon,Pink Floyd,Time,1
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,1
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,1
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,2
0.8,The Dark Side of the Moon,Pink Floyd,Time,1
0.8,The Dark Side of the Moon,Pink Floyd,Time,3
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,2
0.8,The Dark Side of the Moon,Pink Floyd,Time,1
0.8,The Dark Side of the Moon,Pink Floyd,Time,1
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,2
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,4
0.8,The Dark Side of the Moon,Pink Floyd,Time,2
0.8,The Dark Side of the Moon,Pink Floyd,Time,1
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,2
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Time,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,2
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,2
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,2
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,2
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,1
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.8,The Dark Side of the Moon,Pink Floyd,Us and Them,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,3
0.85,Abbey Road,The Beatles,Because,2
0.85,Abbey Road,The Beatles,Because,1
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Because,3
0.85,Abbey Road,The Beatles,Because,2
0.85,Abbey Road,The Beatles,Because,1
0.85,Abbey Road,The Beatles,Because,0
0.85,Abbey Road,The Beatles,Carry That Weight,3
0.85,Abbey Road,The Beatles,Carry That Weight,2
0.85,Abbey Road,The Beatles,Carry That Weight,1
0.85,Abbey Road,The Beatles,Carry That Weight,0
0.85,Abbey Road,The Beatles,Carry That Weight,0
0.85,Abbey Road,The Beatles,Carry That Weight,0
0.85,Abbey Road,The Beatles,Carry That Weight,0
0.85,Abbey Road,The Beatles,Carry That Weight,0
0.85,Abbey Road,The Beatles,Carry That Weight,3
0.85,Abbey Road,The Beatles,Carry That Weight,2
0.85,Abbey Road,The Beatles,Carry That Weight,1
0.85,Abbey Road,The Beatles,Carry That Weight,0
0.85,Abbey Road,The Beatles,Come Together,3
0.85,Abbey Road,The Beatles,Come Together,2
0.85,Abbey Road,The Beatles,Come Together,1
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,3
0.85,Abbey Road,The Beatles,Come Together,2
0.85,Abbey Road,The Beatles,Come Together,1
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,3
0.85,Abbey Road,The Beatles,Come Together,2
0.85,Abbey Road,The Beatles,Come Together,1
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,2
0.85,Abbey Road,The Beatles,Come Together,1
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,6
0.85,Abbey Road,The Beatles,Come Together,5
0.85,Abbey Road,The Beatles,Come Together,4
0.85,Abbey Road,The Beatles,Come Together,3
0.85,Abbey Road,The Beatles,Come Together,2
0.85,Abbey Road,The Beatles,Come Together,1
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Come Together,1
0.85,Abbey Road,The Beatles,Come Together,0
0.85,Abbey Road,The Beatles,Golden Slumbers,1
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Golden Slumbers,2
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Golden Slumbers,1
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Golden Slumbers,0
0.85,Abbey Road,The Beatles,Her Majesty,1
0.85,Abbey Road,The Beatles,Her Majesty,0
0.85,Abbey Road,The Beatles,Her Majesty,0
0.85,Abbey Road,The Beatles,Her Majesty,1
0.85,Abbey Road,The Beatles,Her Majesty,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,1
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,1
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,1
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,1
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,4
0.85,Abbey Road,The Beatles,Here Comes the Sun,3
0.85,Abbey Road,The Beatles,Here Comes the Sun,2
0.85,Abbey Road,The Beatles,Here Comes the Sun,1
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,1
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,1
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,Here Comes the Sun,1
0.85,Abbey Road,The Beatles,Here Comes the Sun,0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),3
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),3
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),3
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),2
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),2
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),4
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.85,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.85,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.85,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.85,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.85,Abbey Road,The Beatles,Mean Mr. Mustard,0
