threshold,album,artist,song,attention_window
0.5,Abbey Road,The Beatles,Here Comes the Sun,19
0.5,Abbey Road,The Beatles,Here Comes the Sun,18
0.5,Abbey Road,The Beatles,Here Comes the Sun,17
0.5,Abbey Road,The Beatles,Here Comes the Sun,16
0.5,Abbey Road,The Beatles,Here Comes the Sun,15
0.5,Abbey Road,The Beatles,Here Comes the Sun,14
0.5,Abbey Road,The Beatles,Here Comes the Sun,13
0.5,Abbey Road,The Beatles,Here Comes the Sun,12
0.5,Abbey Road,The Beatles,Here Comes the Sun,11
0.5,Abbey Road,The Beatles,Here Comes the Sun,10
0.5,Abbey Road,The Beatles,Here Comes the Sun,9
0.5,Abbey Road,The Beatles,Here Comes the Sun,8
0.5,Abbey Road,The Beatles,Here Comes the Sun,7
0.5,Abbey Road,The Beatles,Here Comes the Sun,6
0.5,Abbey Road,The Beatles,Here Comes the Sun,5
0.5,Abbey Road,The Beatles,Here Comes the Sun,4
0.5,Abbey Road,The Beatles,Here Comes the Sun,3
0.5,Abbey Road,The Beatles,Here Comes the Sun,2
0.5,Abbey Road,The Beatles,Here Comes the Sun,1
0.5,Abbey Road,The Beatles,Here Comes the Sun,0
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),31
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),30
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),29
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),28
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),27
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),26
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),25
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),24
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),23
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),22
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),21
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),20
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),19
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),18
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),17
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),16
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),15
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),14
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),13
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),12
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),11
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),10
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),9
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),8
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),7
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),6
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),5
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),4
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),3
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),2
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),1
0.5,Abbey Road,The Beatles,I Want You (She's So Heavy),0
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,38
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,37
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,36
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,35
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,34
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,33
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,32
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,31
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,30
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,29
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,28
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,27
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,26
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,25
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,24
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,23
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,22
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,21
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,20
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,19
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,18
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,17
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,16
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,15
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,14
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,13
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,12
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,11
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,10
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,9
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,8
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,7
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,6
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,5
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,4
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,3
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,2
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,1
0.5,Abbey Road,The Beatles,Maxwell's Silver Hammer,0
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,13
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,12
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,11
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,10
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,9
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,8
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,7
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,6
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,5
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,4
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,3
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,2
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,1
0.5,Abbey Road,The Beatles,Mean Mr. Mustard,0
0.5,Abbey Road,The Beatles,Octopus's Garden,25
0.5,Abbey Road,The Beatles,Octopus's Garden,24
0.5,Abbey Road,The Beatles,Octopus's Garden,23
0.5,Abbey Road,The Beatles,Octopus's Garden,22
0.5,Abbey Road,The Beatles,Octopus's Garden,21
0.5,Abbey Road,The Beatles,Octopus's Garden,20
0.5,Abbey Road,The Beatles,Octopus's Garden,19
0.5,Abbey Road,The Beatles,Octopus's Garden,18
0.5,Abbey Road,The Beatles,Octopus's Garden,17
0.5,Abbey Road,The Beatles,Octopus's Garden,16
0.5,Abbey Road,The Beatles,Octopus's Garden,15
0.5,Abbey Road,The Beatles,Octopus's Garden,14
0.5,Abbey Road,The Beatles,Octopus's Garden,13
0.5,Abbey Road,The Beatles,Octopus's Garden,12
0.5,Abbey Road,The Beatles,Octopus's Garden,11
0.5,Abbey Road,The Beatles,Octopus's Garden,10
0.5,Abbey Road,The Beatles,Octopus's Garden,9
0.5,Abbey Road,The Beatles,Octopus's Garden,8
0.5,Abbey Road,The Beatles,Octopus's Garden,7
0.5,Abbey Road,The Beatles,Octopus's Garden,6
0.5,Abbey Road,The Beatles,Octopus's Garden,5
0.5,Abbey Road,The Beatles,Octopus's Garden,4
0.5,Abbey Road,The Beatles,Octopus's Garden,3
0.5,Abbey Road,The Beatles,Octopus's Garden,2
0.5,Abbey Road,The Beatles,Octopus's Garden,1
0.5,Abbey Road,The Beatles,Octopus's Garden,0
0.5,Abbey Road,The Beatles,Oh! Darling,24
0.5,Abbey Road,The Beatles,Oh! Darling,23
0.5,Abbey Road,The Beatles,Oh! Darling,22
0.5,Abbey Road,The Beatles,Oh! Darling,21
0.5,Abbey Road,The Beatles,Oh! Darling,20
0.5,Abbey Road,The Beatles,Oh! Darling,19
0.5,Abbey Road,The Beatles,Oh! Darling,18
0.5,Abbey Road,The Beatles,Oh! Darling,17
0.5,Abbey Road,The Beatles,Oh! Darling,16
0.5,Abbey Road,The Beatles,Oh! Darling,15
0.5,Abbey Road,The Beatles,Oh! Darling,14
0.5,Abbey Road,The Beatles,Oh! Darling,13
0.5,Abbey Road,The Beatles,Oh! Darling,12
0.5,Abbey Road,The Beatles,Oh! Darling,11
0.5,Abbey Road,The Beatles,Oh! Darling,10
0.5,Abbey Road,The Beatles,Oh! Darling,9
0.5,Abbey Road,The Beatles,Oh! Darling,8
0.5,Abbey Road,The Beatles,Oh! Darling,7
0.5,Abbey Road,The Beatles,Oh! Darling,6
0.5,Abbey Road,The Beatles,Oh! Darling,5
0.5,Abbey Road,The Beatles,Oh! Darling,4
0.5,Abbey Road,The Beatles,Oh! Darling,3
0.5,Abbey Road,The Beatles,Oh! Darling,2
0.5,Abbey Road,The Beatles,Oh! Darling,1
0.5,Abbey Road,The Beatles,Oh! Darling,0
0.5,Abbey Road,The Beatles,Polythene Pam,11
0.5,Abbey Road,The Beatles,Polythene Pam,10
0.5,Abbey Road,The Beatles,Polythene Pam,9
0.5,Abbey Road,The Beatles,Polythene Pam,8
0.5,Abbey Road,The Beatles,Polythene Pam,7
0.5,Abbey Road,The Beatles,Polythene Pam,6
0.5,Abbey Road,The Beatles,Polythene Pam,5
0.5,Abbey Road,The Beatles,Polythene Pam,4
0.5,Abbey Road,The Beatles,Polythene Pam,3
0.5,Abbey Road,The Beatles,Polythene Pam,2
0.5,Abbey Road,The Beatles,Polythene Pam,1
0.5,Abbey Road,The Beatles,Polythene Pam,0
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,23
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,22
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,21
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,20
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,19
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,18
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,17
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,16
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,15
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,14
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,13
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,12
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,11
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,10
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,9
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,8
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,7
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,6
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,5
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,4
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,3
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,2
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,1
0.5,Abbey Road,The Beatles,She Came In Through the Bathroom Window,0
0.5,Abbey Road,The Beatles,Something,18
0.5,Abbey Road,The Beatles,Something,17
0.5,Abbey Road,The Beatles,Something,16
0.5,Abbey Road,The Beatles,Something,15
0.5,Abbey Road,The Beatles,Something,14
0.5,Abbey Road,The Beatles,Something,13
0.5,Abbey Road,The Beatles,Something,12
0.5,Abbey Road,The Beatles,Something,11
0.5,Abbey Road,The Beatles,Something,10
0.5,Abbey Road,The Beatles,Something,9
0.5,Abbey Road,The Beatles,Something,8
0.5,Abbey Road,The Beatles,Something,7
0.5,Abbey Road,The Beatles,Something,6
0.5,Abbey Road,The Beatles,Something,5
0.5,Abbey Road,The Beatles,Something,4
0.5,Abbey Road,The Beatles,Something,3
0.5,Abbey Road,The Beatles,Something,2
0.5,Abbey Road,The Beatles,Something,1
0.5,Abbey Road,The Beatles,Something,0
0.5,Abbey Road,The Beatles,Sun King,7
0.5,Abbey Road,The Beatles,Sun King,6
0.5,Abbey Road,The Beatles,Sun King,5
0.5,Abbey Road,The Beatles,Sun King,4
0.5,Abbey Road,The Beatles,Sun King,3
0.5,Abbey Road,The Beatles,Sun King,2
0.5,Abbey Road,The Beatles,Sun King,1
0.5,Abbey Road,The Beatles,Sun King,0
0.5,Abbey Road,The Beatles,The End,16
0.5,Abbey Road,The Beatles,The End,15
0.5,Abbey Road,The Beatles,The End,14
0.5,Abbey Road,The Beatles,The End,13
0.5,Abbey Road,The Beatles,The End,12
0.5,Abbey Road,The Beatles,The End,11
0.5,Abbey Road,The Beatles,The End,10
0.5,Abbey Road,The Beatles,The End,9
0.5,Abbey Road,The Beatles,The End,8
0.5,Abbey Road,The Beatles,The End,7
0.5,Abbey Road,The Beatles,The End,6
0.5,Abbey Road,The Beatles,The End,5
0.5,Abbey Road,The Beatles,The End,4
0.5,Abbey Road,The Beatles,The End,3
0.5,Abbey Road,The Beatles,The End,2
0.5,Abbey Road,The Beatles,The End,1
0.5,Abbey Road,The Beatles,The End,0
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,46
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,45
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,44
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,43
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,42
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,41
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,40
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,39
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,38
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,37
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,36
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,35
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,34
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,33
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,32
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,31
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,30
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,29
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,28
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,27
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,26
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,25
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,24
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,23
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,22
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,21
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,20
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,19
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,18
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,17
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,16
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,15
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,14
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,13
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,12
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,11
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,10
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,9
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,8
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,7
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,6
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,5
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,4
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,3
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,2
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,1
0.5,Abbey Road,The Beatles,You Never Give Me Your Money,0
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,27
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,26
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,25
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,24
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,23
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,22
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,21
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,20
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,19
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,18
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,17
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,16
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,15
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,14
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,13
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,12
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,11
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,10
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,9
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,8
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,7
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,6
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,5
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,4
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,3
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,2
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,1
0.5,The Dark Side of the Moon,Pink Floyd,Brain Damage,0
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),15
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),14
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),13
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),12
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),11
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),10
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),9
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),8
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),7
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),6
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),5
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),4
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),3
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),2
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),1
0.5,The Dark Side of the Moon,Pink Floyd,Breathe (In the Air),0
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,43
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,42
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,41
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,40
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,39
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,38
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,37
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,36
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,35
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,34
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,33
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,32
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,31
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,30
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,29
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,28
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,27
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,26
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,25
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,24
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,23
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,22
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,21
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,20
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,19
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,18
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,17
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,16
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,15
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,14
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,13
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,12
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,11
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,10
0.5,The Dark Side of the Moon,Pink Floyd,Eclipse,9
